date_,rrc_id,branch,branch_id,category_4_id,product_count_tp
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Юрга Технопоинт,f687c71c-da08-11ee-917a-0050569d0f06,9f7897cf-2051-11e9-a208-00155df1b805,13
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Новосиб Технопоинт ТРЦ Калейдоскоп,fcfd4389-e50a-11ee-9184-0050569d0f06,f5be1c7f-d896-11e2-9b85-00155d030b1f,44
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Белово Технопоинт,0ac279cc-3757-11ef-91d4-0050569d0f06,f5be1c81-d896-11e2-9b85-00155d030b1f,8
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Белово Технопоинт,0ac279cc-3757-11ef-91d4-0050569d0f06,539a1afb-61c6-11e5-8003-00155d03361b,691
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Кемерово Технопоинт ТЦ Проспект,ccad06d7-4ef8-11ef-91ea-0050569d0f06,443eb48d-e1cd-11ee-91d9-00155d8ed20c,15
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Новосиб Технопоинт ТРЦ Калейдоскоп,fcfd4389-e50a-11ee-9184-0050569d0f06,9f7897cf-2051-11e9-a208-00155df1b805,6
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Белово Технопоинт,0ac279cc-3757-11ef-91d4-0050569d0f06,ee02afe9-fded-11ee-91f5-0050569d9cb8,22
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Белово Технопоинт,0ac279cc-3757-11ef-91d4-0050569d0f06,d0b61a27-5aba-11ef-9253-0050569d5825,3
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Кемерово Технопоинт,57db0485-daab-45c5-b9b9-decce2c3935c,bcd16c7e-1ed9-11e9-a206-00155d03332b,34
2025-05-27,60a4be06-4c74-11e9-a206-00155d03332b,Москва ТЦ АрмадаХоум ТП,1c5524ad-6851-11ee-90e9-00155d32db05,d3fd710d-8eee-11e4-88cf-00155d03361b,17
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Белово Технопоинт,0ac279cc-3757-11ef-91d4-0050569d0f06,f5145c61-70e6-11e2-b24e-00155d030b1f,1
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Новокузнецк Технопоинт,eec45c59-5e88-41cd-9868-f753d5eb5a90,26441f94-a7e0-11eb-a256-00155dd2ff18,48
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Ленинск-Кузнецк Технопоинт,637587e4-6432-11ef-91f2-0050569d0e82,7f51c0b9-b473-11e3-abb8-00155d031202,20
2025-05-27,60a4be06-4c74-11e9-a206-00155d03332b,Подольск Технопоинт,3c472a73-e9fe-11ef-9256-0050569d54e1,505412b7-5b90-11e7-8688-00155d03330d,19
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Кемерово Технопоинт на Терешковой,39224fd2-8f90-11ef-9223-0050569d0f06,9d3f8c3a-2002-11eb-a211-00155d03332b,2
2025-05-27,60a4be06-4c74-11e9-a206-00155d03332b,Москва ТЦ АрмадаХоум ТП,1c5524ad-6851-11ee-90e9-00155d32db05,0ba1f432-ce18-11ef-92c5-0050569d5825,20
2025-05-27,60a4be06-4c74-11e9-a206-00155d03332b,Москва ТЦ АрмадаХоум ТП,1c5524ad-6851-11ee-90e9-00155d32db05,073e6d6b-5cff-11ee-914b-00155d8ed20b,1
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,"Новосиб Технопоинт ТЦ ""Юпитер""",f7262767-5f9a-11ef-91ee-0050569d0e82,05583032-70e7-11e2-b24e-00155d030b1f,50
2025-05-27,60a4be06-4c74-11e9-a206-00155d03332b,Москва ТЦ АрмадаХоум ТП,1c5524ad-6851-11ee-90e9-00155d32db05,71fc21ac-d7ac-11e6-af1f-00155d03330d,5
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Ленинск-Кузнецк Технопоинт,637587e4-6432-11ef-91f2-0050569d0e82,05583028-70e7-11e2-b24e-00155d030b1f,21
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Кемерово Технопоинт ТЦ Проспект,ccad06d7-4ef8-11ef-91ea-0050569d0f06,7c8b9d36-8f05-11e4-8d67-00155d03361b,7
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,"Новосиб Технопоинт ТЦ ""Юпитер""",f7262767-5f9a-11ef-91ee-0050569d0e82,fd72107c-70e6-11e2-b24e-00155d030b1f,38
2025-05-27,60a4be06-4c74-11e9-a206-00155d03332b,Подольск Технопоинт,3c472a73-e9fe-11ef-9256-0050569d54e1,fd721048-70e6-11e2-b24e-00155d030b1f,447
2025-05-27,60a4be06-4c74-11e9-a206-00155d03332b,Подольск Технопоинт,3c472a73-e9fe-11ef-9256-0050569d54e1,ced6eed1-8eeb-11e4-88cf-00155d03361b,9
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Новосиб Технопоинт ТЦ Калининский,9e6202fa-fa47-11ef-9286-0050569d0f06,ea426261-778a-11e5-9edf-00155d03361b,2
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Кемерово Технопоинт на Терешковой,39224fd2-8f90-11ef-9223-0050569d0f06,837399f2-4a90-11e8-9dc5-00155d03330d,104
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Кемерово Технопоинт ТЦ Проспект,ccad06d7-4ef8-11ef-91ea-0050569d0f06,d3fd70e3-8eee-11e4-88cf-00155d03361b,8
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,"Новосиб Технопоинт ТЦ ""Юпитер""",f7262767-5f9a-11ef-91ee-0050569d0e82,855350d9-86c9-11e6-aaca-00155d03330d,3
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Новосиб Технопоинт ТРЦ Калейдоскоп,fcfd4389-e50a-11ee-9184-0050569d0f06,ced6eed6-8eeb-11e4-88cf-00155d03361b,14
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Ленинск-Кузнецк Технопоинт,637587e4-6432-11ef-91f2-0050569d0e82,f5be1c59-d896-11e2-9b85-00155d030b1f,110
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Белово Технопоинт,0ac279cc-3757-11ef-91d4-0050569d0f06,ea080346-3ff9-11ef-9235-0050569d5825,13
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Томск Технопоинт,e1c05e9c-b480-48e5-8b18-86561b9e47a5,f5145c08-70e6-11e2-b24e-00155d030b1f,75
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,"Новосиб Технопоинт ТЦ ""Юпитер""",f7262767-5f9a-11ef-91ee-0050569d0e82,65e75439-b9a1-11e5-81a8-00155d03361b,132
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,"Новосиб Технопоинт ТЦ ""Юпитер""",f7262767-5f9a-11ef-91ee-0050569d0e82,7ad16790-4a90-11e8-9dc5-00155d03330d,53
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Томск Технопоинт,e1c05e9c-b480-48e5-8b18-86561b9e47a5,f5145c6c-70e6-11e2-b24e-00155d030b1f,402
2025-05-27,60a4be06-4c74-11e9-a206-00155d03332b,Подольск Технопоинт,3c472a73-e9fe-11ef-9256-0050569d54e1,a5af5309-85a7-11ed-9077-00155d8ed20c,6
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Ленинск-Кузнецк Технопоинт,637587e4-6432-11ef-91f2-0050569d0e82,686b5f74-7f8c-11ef-9277-0050569d9cb8,42
2025-05-27,60a4be06-4c74-11e9-a206-00155d03332b,Подольск Технопоинт,3c472a73-e9fe-11ef-9256-0050569d54e1,fd721057-70e6-11e2-b24e-00155d030b1f,320
2025-05-27,60a4be06-4c74-11e9-a206-00155d03332b,Москва ТЦ АрмадаХоум ТП,1c5524ad-6851-11ee-90e9-00155d32db05,f9a33299-3871-11ec-8f19-00155d8ed20b,19
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Белово Технопоинт,0ac279cc-3757-11ef-91d4-0050569d0f06,e9c48beb-8c21-11e5-9734-00155d03361b,3
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Ленинск-Кузнецк Технопоинт,637587e4-6432-11ef-91f2-0050569d0e82,7f51c0b6-b473-11e3-abb8-00155d031202,11
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Кемерово Технопоинт ТЦ Проспект,ccad06d7-4ef8-11ef-91ea-0050569d0f06,d3fd70e6-8eee-11e4-88cf-00155d03361b,7
2025-05-27,60a4be06-4c74-11e9-a206-00155d03332b,Подольск Технопоинт,3c472a73-e9fe-11ef-9256-0050569d54e1,8cb9e938-6321-11e5-ac0b-00155d03361b,24
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Томск Технопоинт на Нахимова,28744071-f595-11ee-9196-0050569d0f06,8ba642f2-81f0-11ee-916e-00155d8ed20c,1
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Кемерово Технопоинт,57db0485-daab-45c5-b9b9-decce2c3935c,f4a46953-72a3-11e7-a110-00155d03330d,10
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Кемерово Технопоинт на Терешковой,39224fd2-8f90-11ef-9223-0050569d0f06,88f9a9c3-3879-11ec-8f19-00155d8ed20b,9
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Кемерово Технопоинт,57db0485-daab-45c5-b9b9-decce2c3935c,d79d9d1b-8ef3-11e4-88cf-00155d03361b,13
2025-05-27,60a4be06-4c74-11e9-a206-00155d03332b,Москва ТЦ АрмадаХоум ТП,1c5524ad-6851-11ee-90e9-00155d32db05,8bd21d32-bb56-11ee-91ac-00155d8ed20c,2
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Юрга Технопоинт,f687c71c-da08-11ee-917a-0050569d0f06,2c281485-37d2-11e4-8d43-00155d031202,12
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Ленинск-Кузнецк Технопоинт,637587e4-6432-11ef-91f2-0050569d0e82,64a7bd4f-5d64-11e7-8779-00155d03330d,9
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Кемерово Технопоинт ТЦ Проспект,ccad06d7-4ef8-11ef-91ea-0050569d0f06,4ca2433d-9c4f-11ef-9296-0050569d5825,57
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,"Новосиб Технопоинт ТЦ ""Юпитер""",f7262767-5f9a-11ef-91ee-0050569d0e82,715d805c-b897-11e3-abb8-00155d031202,21
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Новосиб Технопоинт ТРЦ Калейдоскоп,fcfd4389-e50a-11ee-9184-0050569d0f06,3e4fe573-cec7-11e4-880f-00155d03361b,7
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Юрга Технопоинт,f687c71c-da08-11ee-917a-0050569d0f06,86dc18ef-6d1b-11e3-a9db-00155d031202,7
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Новосиб Технопоинт ТРЦ Калейдоскоп,fcfd4389-e50a-11ee-9184-0050569d0f06,f15f1b49-39bc-11e6-8027-00155d033307,3
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Ленинск-Кузнецк Технопоинт,637587e4-6432-11ef-91f2-0050569d0e82,d3fd70e3-8eee-11e4-88cf-00155d03361b,9
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Новосиб Технопоинт ТЦ Калининский,9e6202fa-fa47-11ef-9286-0050569d0f06,65e75441-b9a1-11e5-81a8-00155d03361b,20
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Юрга Технопоинт,f687c71c-da08-11ee-917a-0050569d0f06,fc5009b1-265e-11ec-8efc-00155d8ed20b,6
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Кемерово Технопоинт,57db0485-daab-45c5-b9b9-decce2c3935c,65e75439-b9a1-11e5-81a8-00155d03361b,178
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Кемерово Технопоинт на Терешковой,39224fd2-8f90-11ef-9223-0050569d0f06,ea47f4d8-f032-11eb-a295-00155dd2ff2c,16
2025-05-27,60a4be06-4c74-11e9-a206-00155d03332b,Подольск Технопоинт,3c472a73-e9fe-11ef-9256-0050569d54e1,d3fd70e7-8eee-11e4-88cf-00155d03361b,10
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Белово Технопоинт,0ac279cc-3757-11ef-91d4-0050569d0f06,2c281485-37d2-11e4-8d43-00155d031202,17
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Кемерово Технопоинт ТЦ Проспект,ccad06d7-4ef8-11ef-91ea-0050569d0f06,686b5f74-7f8c-11ef-9277-0050569d9cb8,42
2025-05-27,60a4be06-4c74-11e9-a206-00155d03332b,Москва ТЦ АрмадаХоум ТП,1c5524ad-6851-11ee-90e9-00155d32db05,ea47f4d8-f032-11eb-a295-00155dd2ff2c,22
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Кемерово Технопоинт,57db0485-daab-45c5-b9b9-decce2c3935c,a7f2fff6-6d0d-11e3-a9db-00155d031202,51
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Юрга Технопоинт,f687c71c-da08-11ee-917a-0050569d0f06,f5be1c76-d896-11e2-9b85-00155d030b1f,12
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Кемерово Технопоинт ТЦ Проспект,ccad06d7-4ef8-11ef-91ea-0050569d0f06,505412b7-5b90-11e7-8688-00155d03330d,16
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Юрга Технопоинт,f687c71c-da08-11ee-917a-0050569d0f06,bb5d7332-2343-11e4-aea2-00155d031202,16
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,"Новосиб Технопоинт ТЦ ""Юпитер""",f7262767-5f9a-11ef-91ee-0050569d0e82,fd721086-70e6-11e2-b24e-00155d030b1f,53
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Белово Технопоинт,0ac279cc-3757-11ef-91d4-0050569d0f06,6e20102f-4712-11ee-9130-00155d8ed20b,127
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Томск Технопоинт,e1c05e9c-b480-48e5-8b18-86561b9e47a5,fab15bea-cee3-11ef-92c6-0050569d5825,26
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Томск Технопоинт,e1c05e9c-b480-48e5-8b18-86561b9e47a5,bb5d7332-2343-11e4-aea2-00155d031202,14
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,"Новосиб Технопоинт ТЦ ""Юпитер""",f7262767-5f9a-11ef-91ee-0050569d0e82,54e92fc3-9c4f-11ef-9296-0050569d5825,49
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Томск Технопоинт,e1c05e9c-b480-48e5-8b18-86561b9e47a5,98a7e6bb-fa49-11e2-9ee9-00155d030b1f,5
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Юрга Технопоинт,f687c71c-da08-11ee-917a-0050569d0f06,8acdd97e-f5ed-11ec-8fdc-00155d8ed20b,2
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Томск Технопоинт,e1c05e9c-b480-48e5-8b18-86561b9e47a5,9bd1060a-6cf8-11e3-a9db-00155d031202,60
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Томск Технопоинт на Нахимова,28744071-f595-11ee-9196-0050569d0f06,a5327bab-d774-11e5-9810-00155d033307,3
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,"Новосиб Технопоинт ТЦ ""Юпитер""",f7262767-5f9a-11ef-91ee-0050569d0e82,a3ada243-2002-11eb-a211-00155d03332b,2
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Новосиб Технопоинт ТЦ Калининский,9e6202fa-fa47-11ef-9286-0050569d0f06,d132abca-c79e-11e8-a206-00155df1b805,3
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,"Новосиб Технопоинт ТЦ ""Юпитер""",f7262767-5f9a-11ef-91ee-0050569d0e82,76f6a358-b9ec-11e7-938d-00155d03330d,24
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Ленинск-Кузнецк Технопоинт,637587e4-6432-11ef-91f2-0050569d0e82,05583036-70e7-11e2-b24e-00155d030b1f,47
2025-05-27,60a4be06-4c74-11e9-a206-00155d03332b,Москва ТЦ АрмадаХоум ТП,1c5524ad-6851-11ee-90e9-00155d32db05,d3fd7102-8eee-11e4-88cf-00155d03361b,22
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Белово Технопоинт,0ac279cc-3757-11ef-91d4-0050569d0f06,fd72107c-70e6-11e2-b24e-00155d030b1f,9
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Новосиб Технопоинт ТРЦ Калейдоскоп,fcfd4389-e50a-11ee-9184-0050569d0f06,fd721082-70e6-11e2-b24e-00155d030b1f,85
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Ленинск-Кузнецк Технопоинт,637587e4-6432-11ef-91f2-0050569d0e82,d3fd70f2-8eee-11e4-88cf-00155d03361b,2
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Ленинск-Кузнецк Технопоинт,637587e4-6432-11ef-91f2-0050569d0e82,8b8877a7-718e-11e2-b24e-00155d030b1f,20
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Томск Технопоинт на Нахимова,28744071-f595-11ee-9196-0050569d0f06,01e63092-47a5-11e4-b3d3-00155d031202,4
2025-05-27,60a4be06-4c74-11e9-a206-00155d03332b,Москва ТЦ АрмадаХоум ТП,1c5524ad-6851-11ee-90e9-00155d32db05,61dce313-49d9-11e8-9dc5-00155d03330d,84
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Новокузнецк Технопоинт,eec45c59-5e88-41cd-9868-f753d5eb5a90,6ee7a66a-4402-11e7-8b78-00155d03330d,18
2025-05-27,60a4be06-4c74-11e9-a206-00155d03332b,Москва ТЦ АрмадаХоум ТП,1c5524ad-6851-11ee-90e9-00155d32db05,d79d9d1a-8ef3-11e4-88cf-00155d03361b,48
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,"Новосиб Технопоинт ТЦ ""Юпитер""",f7262767-5f9a-11ef-91ee-0050569d0e82,a7f2fff7-6d0d-11e3-a9db-00155d031202,52
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Кемерово Технопоинт ТЦ Проспект,ccad06d7-4ef8-11ef-91ea-0050569d0f06,bcd16c7e-1ed9-11e9-a206-00155d03332b,15
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Кемерово Технопоинт на Терешковой,39224fd2-8f90-11ef-9223-0050569d0f06,d3fd70f6-8eee-11e4-88cf-00155d03361b,3
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Томск Технопоинт на Нахимова,28744071-f595-11ee-9196-0050569d0f06,69f23937-9c4f-11ef-9296-0050569d5825,18
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Ленинск-Кузнецк Технопоинт,637587e4-6432-11ef-91f2-0050569d0e82,323173fe-d2a5-11e4-8ae7-00155d03361b,13
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Кемерово Технопоинт на Терешковой,39224fd2-8f90-11ef-9223-0050569d0f06,f5be1c77-d896-11e2-9b85-00155d030b1f,65
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Юрга Технопоинт,f687c71c-da08-11ee-917a-0050569d0f06,fab15bea-cee3-11ef-92c6-0050569d5825,9
2025-05-27,60a4be06-4c74-11e9-a206-00155d03332b,Подольск Технопоинт,3c472a73-e9fe-11ef-9256-0050569d54e1,7ad1678f-4a90-11e8-9dc5-00155d03330d,147
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Новокузнецк Технопоинт,eec45c59-5e88-41cd-9868-f753d5eb5a90,f5be1c80-d896-11e2-9b85-00155d030b1f,67
2025-05-27,d1053f78-128b-44ff-8a6b-4b2cbd0a1a15,Кемерово Технопоинт на Терешковой,39224fd2-8f90-11ef-9223-0050569d0f06,8a23832e-e1c1-11ea-a20f-00155df1b805,13
